fid,item_id,lon,lat,Year
2197,4592,107,16,After 2000
2198,4592,107.5,16,After 2000
2199,4593,-47.38,-15.5,After 2000
2200,4594,30.19,-31.08,After 2000
2201,4594,30.8,-30.2,After 2000
2202,4597,92.03,27.5,After 2000
2203,4598,88.33,21.66,After 2000
2204,4599,-112.92,32.25,After 2000
2205,4599,-114.51,35.57,After 2000
2206,4601,-40.904,-5.14,After 2000
2207,4602,-82.87,8.96,After 2000
2208,4603,110.34,31.43,After 2000
2209,4604,-90.82,29.54,After 2000
2210,4604,-90.9,29.71,After 2000
2211,4605,18.38,39.98,After 2000
2212,4606,-52.55,-32.56,After 2000
2213,4608,-53,-18,After 2000
2214,4610,-50.21,-29.68,After 2000
2215,4615,-81.78,7.47,After 2000
2216,4616,114.37,-7.83,After 2000
2217,4617,115,3.18,After 2000
2218,4618,-46.65,-23.97,After 2000
2219,4619,17.89,46.96,After 2000
2220,4619,17.87,47.08,After 2000
2221,4619,17.91,47.09,After 2000
2222,4619,17.69,47.11,After 2000
2223,4620,19.88,-34.57,After 2000
2224,4623,-85.11,33.57,After 2000
2225,4627,-72.9,-3.1,After 2000
2226,4629,-87.68,41.84,After 2000
2227,4630,23.9,6.05,After 2000
2228,4634,142.48,-10.8,After 2000
2229,4637,33.9,0.29,After 2000
2230,4638,30.19,-31.08,After 2000
2231,4638,30.8,-30.2,After 2000
2232,4639,7.58,48.52,After 2000
2233,4641,-40.9,-5.14,After 2000
2234,4643,-67.97,-34.03,After 2000
2235,4644,-73.23,-37.68,After 2000
2236,4645,-57.21,-1.71,After 2000
2237,4645,-55.52,-0.96,After 2000
2238,4645,-53.24,-0.94,After 2000
2239,4645,-55.19,-0.17,After 2000
2240,4645,-55.73,0.63,After 2000
2241,4645,-53.93,0.83,After 2000
2242,4645,-58.7,1.29,After 2000
2243,4646,18.98,-34.32,After 2000
2244,4646,19.17,-34.22,After 2000
2245,4647,152.7,-31.32,After 2000
2246,4647,152.62,-29.12,After 2000
2247,4647,152.48,-28.55,After 2000
2248,4647,152.6,-28.47,After 2000
2249,4649,-81.73,33.33,After 2000
2250,4650,89,45,After 2000
2251,4651,153.26,-28.24,After 2000
2252,4652,175.75,-36.75,After 2000
2253,4655,113.5,22.1,After 2000
2254,4659,17.59,-30.04,After 2000
2255,4660,-4.56,40.71,After 2000
2256,4660,-4.5,40.74,After 2000
2257,4661,36.93,0,After 2000
2258,4662,-76.17,-0.62,After 2000
2259,4663,116.84,4.85,After 2000
2260,4664,-93.37,57.77,After 2000
2261,4665,29.68,-1.02,After 2000
2262,4665,-121.85,37.12,After 2000
2263,4665,-125.93,49.3,After 2000
2264,4667,-90.94,46.71,After 2000
2265,4668,-79,38.5,After 2000
2266,4669,-116.67,33.95,After 2000
2267,4671,101.46,3.53,After 2000
2268,4671,101.07,3.67,After 2000
2269,4672,49.54,-15.41,After 2000
2270,4672,50.05,-15.3,After 2000
2271,4672,-12.72,13.07,After 2000
2272,4672,84.33,27.5,After 2000
2273,4672,-119.57,37.73,After 2000
2274,4672,-113.92,49.05,After 2000
2275,4672,-117.9,52.8,After 2000
2276,4673,9.73,52.38,After 2000
2277,4674,9.57,-2.17,After 2000
2278,4675,-6.67,37.22,After 2000
2279,4676,5.319167,51.423056,After 2000
2280,4676,5.59,51.712222,After 2000
2281,4676,5.614722,51.759167,After 2000
2282,4676,6.241667,51.920556,After 2000
2283,4676,5.747222,52.015556,After 2000
2284,4676,5.81,52.031667,After 2000
2285,4676,5.350278,52.060556,After 2000
2286,4676,5.945,52.0975,After 2000
2287,4676,5.228611,52.161944,After 2000
2288,4676,5.813056,52.259167,After 2000
2289,4676,5.913611,52.273611,After 2000
2290,4676,4.566111,52.343333,After 2000
2291,4676,4.605,52.437778,After 2000
2292,4676,4.666944,52.696389,After 2000
2293,4676,6.521111,52.753611,After 2000
2294,4676,4.671944,52.775833,After 2000
2295,4676,6.295556,52.783333,After 2000
2296,4676,6.240278,52.879444,After 2000
2297,4676,6.755278,53.012778,After 2000
2298,4678,-39.05,-14.43,After 2000
2299,4679,100.53,22.07,After 2000
2300,4680,-61.88,-25.97,After 2000
2301,4681,-58.5,4,After 2000
2302,4682,19.31,-34.39,After 2000
2303,4683,112.6,-5.833333,After 2000
2304,4684,35.62,30.68,After 2000
2305,4685,-49.37,-28,After 2000
2306,4687,-7.12,5.75,After 2000
2307,4688,4.38,6.85,After 2000
2308,4689,87.93,27.72,After 2000
2309,4690,132,-26.5,After 2000
2310,4691,-48.96,-26.01,After 2000
2311,4692,-87.13,20.69,After 2000
2312,4693,107.85,33.58,After 2000
2313,4694,84.33,27.5,After 2000
2314,4696,-105.45,21.67,After 2000
2315,4698,151.97,-24.32,After 2000
2316,4700,-88.66,16.72,After 2000
2317,4702,-72.8,-11.7,After 2000
2318,4703,11.76,63.95,After 2000
2319,4704,81.5,28.38,After 2000
2320,4704,80.23,28.84,After 2000
2321,4705,103.25,11.12,After 2000
2322,4705,103.67,11.43,After 2000
2323,4705,103.06,11.52,After 2000
2324,4705,103.06,11.52,After 2000
2325,4705,104.06,11.91,After 2000
2326,4705,103.42,11.99,After 2000
2327,4705,102.98,12.27,After 2000
2328,4707,48.75,36.92,After 2000
2329,4708,-83.25,10.18,After 2000
2330,4709,-84.51,10.19,After 2000
2331,4709,-84.6,10.22,After 2000
2332,4712,-96.42,17.63,After 2000
2333,4713,-117.16,32.95,After 2000
2334,4715,-84.51,10.19,After 2000
2335,4715,-84.6,10.22,After 2000
2336,4716,-83.97,9.89,After 2000
2337,4717,139.5,35.5,After 2000
2338,4719,-60.15,-2.62,After 2000
2339,4719,-60,-2.5,After 2000
2340,4719,-60.03,-2.13,After 2000
2341,4721,35,-7.5,After 2000
2342,4724,35.01,32.56,After 2000
2343,4724,35.05,32.73,After 2000
2344,4725,-3.43,53.19,After 2000
2345,4725,-3.82,53.19,After 2000
2346,4726,-45.3,-23.13,After 2000
2347,4728,-1.83,9.7,After 2000
2348,4729,128.07,41.73,After 2000
2349,4730,-44.16,-19.78,After 2000
2350,4732,-4.71,57.12,After 2000
2351,4735,118.78,5.36,After 2000
2352,4736,49.46,37.47,After 2000
2353,4737,5.81,52.03,After 2000
2354,4737,5.95,52.1,After 2000
2355,4737,5.81,52.26,After 2000
2356,4737,5.91,52.27,After 2000
2357,4737,6.52,52.75,After 2000
2358,4737,6.3,52.78,After 2000
2359,4737,6.24,52.88,After 2000
2360,4737,6.76,53.01,After 2000
2361,4738,77.52,27.17,After 2000
2362,4740,35.62,30.68,After 2000
2363,4741,-71.85,4.03,After 2000
2364,4742,136.58,-13.97,After 2000
2365,4743,23.76,-21.89,After 2000
2366,4744,76.15,12.06,After 2000
2367,4745,9.05,56.06,After 2000
2368,4748,-89.25,18.69,After 2000
2369,4748,-89.25,18.69,After 2000
2370,4748,-89.64,20.95,After 2000
2371,4748,-89.88,21.02,After 2000
2372,4748,-89.67,21.28,After 2000
2373,4749,117.99,-34.36,After 2000
2374,4750,47.42,-21.22,After 2000
2375,4751,-3.77,9.16,After 2000
2376,4753,11,43.08,After 2000
2377,4756,84.33,27.5,After 2000
2378,4757,23.62,-9.52,After 2000
2379,4758,52.75,52.75,After 2000
2380,4759,10.05,44.53,After 2000
2381,4760,104.96,21.11,After 2000
2382,4762,36.25,-7.25,After 2000
2383,4762,38.33,-3.42,After 2000
2384,4763,103.1,31.02,After 2000
2385,4764,56.38,37.55,After 2000
2386,4766,13.38,54.1,After 2000
2387,4767,143.88,-9.14,After 2000
2388,4768,-2.54,51.79,After 2000
2389,4773,92.17,21.69,After 2000
2390,4774,-97.07,16.09,After 2000
2391,4775,-97.22,20.37,After 2000
2392,4778,-73.25,3.77,After 2000
2393,4779,-75.58,4.73,After 2000
2394,4780,119.62,27.35,After 2000
2395,4781,129.48,42.86,After 2000
2396,4782,-106.68,23.65,After 2000
2397,4784,-88.95,39.84,After 2000
2398,4785,23.02,-29.44,After 2000
2399,4786,-55.53,-19.48,After 2000
2400,4787,-1.25,38.98,After 2000
2401,4789,28.97,-22.22,After 2000
2402,4790,-65.68,-2.26,After 2000
2403,4791,142.23,-42.47,After 2000
2404,4792,-40.12,-19.01,After 2000
2405,4793,-70.46,-34.46,After 2000
2406,4794,54,17.1,After 2000
2407,4795,24.5,-18.67,After 2000
2408,4800,-73.57,-39.95,After 2000
2409,4802,97.7,26.92,After 2000
2410,4803,-111.63,35.2,After 2000
2411,4808,-37.07,-10.92,After 2000
2412,4809,-82.03,29.67,After 2000
2413,4809,-82.03,29.98,After 2000
2414,4810,-42.55,-8.67,After 2000
2415,4811,-51.6,0.92,After 2000
2416,4814,107,14.33,After 2000
2417,4816,99.93,21.13,After 2000
2418,4817,84.33,27.47,After 2000
2419,4820,98.42,24.66,After 2000
2420,4821,-128.75,53.93,After 2000
2421,4824,-110.67,52.62,After 2000
2422,4825,32.98,56.46,After 2000
2423,4826,-78.79,35.84,After 2000
2424,4827,-80.32,25.27,After 2000
2425,4828,-79.15,35.12,After 2000
2426,4830,31.75,-6.67,After 2000
2427,4831,-11.35,7.54,After 2000
2428,4833,-62,-15,After 2000
2429,4834,-82.94,41.51,After 2000
2430,4835,-122.28,37.9,After 2000
2431,4836,-75.82,38.26,After 2000
2432,4837,31.55,1.72,After 2000
2433,4837,-8.41,5.41,After 2000
2434,4838,36.68,-7.8,After 2000
2435,4839,-12.5,11.9,After 2000
2436,4840,117.32,5.23,After 2000
2437,4840,117.18,5.28,After 2000
2438,4840,117.38,5.33,After 2000
2439,4841,32.58,-27.64,After 2000
2440,4841,32.42,-27.05,After 2000
2441,4842,-117.9,52.8,After 2000
2442,4842,-117.4,52.96,After 2000
2443,4845,76.63,11.66,After 2000
2444,4845,77.14,12,After 2000
2445,4845,76.15,12.06,After 2000
2446,4845,75.67,13.47,After 2000
2447,4846,-67.91,-34.04,After 2000
2448,4847,102.31,2.98,After 2000
2449,4847,102.47,4.7,After 2000
2450,4847,102.47,4.7,After 2000
2451,4847,101.35,5.55,After 2000
2452,4847,101.35,5.55,After 2000
2453,4847,101.35,5.55,After 2000
2454,4847,100.99,6.04,After 2000
2455,4848,-39.75,-19.1,After 2000
2456,4849,49.54,-15.41,After 2000
2457,4849,50.05,-15.3,After 2000
2458,4850,-69,-54.5,After 2000
2460,4850,-68.59,-52.78,After 2000
2459,4850,-70,-54.2,After 2000
2461,4850,-69,-52.5,After 2000
2462,4852,10.8,59.63,After 2000
2463,4853,79.3,21.67,After 2000
2464,4853,79.25,21.69,After 2000
2465,4854,-4.82,54.05,After 2000
2466,4855,34.92,30.5,After 2000
2467,4857,-56.7,-17.33,After 2000
2468,4858,32.51,-28.2,After 2000
2469,4858,32.43,-27.03,After 2000
2470,4858,32.25,-26.88,After 2000
2471,4859,-55.82,-9.97,After 2000
2472,4859,-56.48,-9.88,After 2000
2473,4859,-56.47,-9.67,After 2000
2474,4860,49.54,-15.41,After 2000
2475,4861,-89.43,43.04,After 2000
2476,4862,-138,61,After 2000
2477,4865,-6,38.1,After 2000
2478,4868,-47.06,-23.38,After 2000
2479,4869,30.19,-31.08,After 2000
2480,4869,30.8,-30.2,After 2000
2481,4871,176.77,-39.17,After 2000
2482,4875,-108.98,29.2,After 2000
2483,4875,-109.24,29.54,After 2000
2484,4877,-124.17,54.46,After 2000
2485,4879,-4.49,39.4,After 2000
2486,4879,-6.03,39.84,After 2000
2487,4880,-98.76,29.55,After 2000
2488,4880,-97.98,29.88,After 2000
2489,4880,-97.94,29.9,After 2000
2490,4880,-97.97,29.9,After 2000
2491,4880,-97.72,30.18,After 2000
2492,4880,-98.26,30.31,After 2000
2493,4880,-97.79,30.4,After 2000
2494,4880,-98.04,30.59,After 2000
2495,4881,-71.4,44.1,After 2000
2496,4882,36.68,-7.8,After 2000
2497,4882,35.85,-7.65,After 2000
2498,4883,30.89,-24.28,After 2000
2499,4883,31.03,-24.11,After 2000
2500,4883,30.55,-24.07,After 2000
2501,4883,31.55,-23.99,After 2000
2502,4886,31.02,-29.86,After 2000
2503,4886,30.38,-29.6,After 2000
2504,4886,29.86,-29.01,After 2000
2505,4888,127.72,41.7,After 2000
2506,4889,135.8,44.77,After 2000
2507,4890,56.38,37.55,After 2000
2508,4891,147.32,-42.94,After 2000
2509,4891,147.25,-42.91,After 2000
2510,4892,84.01,28.69,After 2000
2511,4893,37,0,After 2000
2512,4894,29.23,69.14,After 2000
2513,4895,-5.56,36.43,After 2000
2514,4897,-90.47,14.2,After 2000
2515,4897,-90.84,14.51,After 2000
2516,4897,-91.18,14.52,After 2000
2517,4897,-91.14,14.54,After 2000
2518,4897,-91.24,14.55,After 2000
2519,4897,-91.11,14.6,After 2000
2520,4897,-91.13,14.61,After 2000
2521,4897,-91.74,14.64,After 2000
2522,4897,-91.74,14.65,After 2000
2523,4897,-91.8,14.67,After 2000
2524,4897,-91.49,14.67,After 2000
2525,4897,-91.19,14.74,After 2000
2526,4897,-91.19,14.74,After 2000
2527,4897,-91.15,14.75,After 2000
2528,4897,-89.79,14.86,After 2000
2529,4897,-89.15,15.13,After 2000
2530,4899,-0.59,38.73,After 2000
2531,4904,-45,-20,After 2000
2532,4905,74.17,15.57,After 2000
2533,4906,138.51,36.71,After 2000
2534,4908,136.33,45.03,After 2000
2535,4909,-44.09,-23.08,After 2000
2536,4910,-72.77,2.47,After 2000
2537,4910,-72.77,2.48,After 2000
2538,4910,-71.82,4.01,After 2000
2539,4910,-71.82,4.02,After 2000
2540,4911,-76.15,-0.64,After 2000
2541,4915,104.76,32.58,After 2000
2542,4916,143.56,-38.77,After 2000
2543,4919,118.04,5.41,After 2000
2544,4920,141.85,-34.77,After 2000
2545,4933,36.17,36.43,After 2000
2546,4935,73.78,17.19,After 2000
2547,4935,73.81,17.49,After 2000
2548,4935,73.75,17.55,After 2000
2549,4938,77.08,10.2,After 2000
2550,4939,89.67,26.75,After 2000
2551,4941,145.06,-38.35,After 2000
2552,4942,131.12,-22.83,After 2000
2553,4942,131.17,-22.72,After 2000
2554,4943,-98.57,29.68,After 2000
2555,4944,77.36,11.5,After 2000
2556,4945,92.76,9.17,After 2000
2557,4946,30.09,-25.45,After 2000
2558,4947,115.82,40.5,After 2000
2559,4948,-75.58,4.73,After 2000
2560,4951,-47.87,-21.58,After 2000
2561,4953,-89.25,18.69,After 2000
2562,4953,-89.64,20.95,After 2000
2563,4953,-89.88,21.02,After 2000
2564,4953,-89.67,21.28,After 2000
2565,4954,-91.02,16.35,After 2000
2566,4955,-96.42,17.63,After 2000
2567,4957,11.98,43.47,After 2000
2568,4957,11.92,43.63,After 2000
2569,4959,30.12,-25.3,After 2000
2570,4974,77.65,11.99,After 2000
2571,4974,77.58,12.01,After 2000
2572,4977,89.52,27.75,After 2000
2573,4980,-110.97,18.78,After 2000
2574,4981,21.22,21.22,After 2000
2575,4982,-100.52,28.7,After 2000
2576,4983,-75.92,-1.08,After 2000
2577,4984,-86.73,15.09,After 2000
2578,4985,-73.27,5.19,After 2000
2579,4986,-114.7,29.96,After 2000
2580,4988,51.55,35.83,After 2000
2581,4989,171.55,-43.03,After 2000
2582,4990,-106.68,23.65,After 2000
2583,4991,-116.49,51.4,After 2000
2584,4991,-116,51.5,After 2000
2585,4992,145.88,-32.84,After 2000
2586,4994,-74.46,40.71,After 2000
2587,4999,135.8,44.77,After 2000
2588,5002,16,78,After 2000
2589,5003,41.08,-1.8,After 2000
2590,5003,41.36,-1.53,After 2000
2591,5004,-39.97,-19.83,After 2000
2592,5005,136.46,-35.16,After 2000
2593,5007,138.76,34.78,After 2000
2594,5008,139.48,35.69,After 2000
2595,5009,167.65,-46.77,After 2000
2596,5010,-68,-30.07,After 2000
2597,5011,117.84,5.49,After 2000
2598,5013,56.38,37.55,After 2000
2599,5015,4.86,50.38,After 2000
2600,5015,4.83,50.38,After 2000
2601,5015,4.71,50.44,After 2000
2602,5015,4.68,50.48,After 2000
2603,5015,4.68,50.48,After 2000
2604,5015,4.69,50.54,After 2000
2605,5015,4.7,50.56,After 2000
2606,5015,4.79,50.59,After 2000
2607,5017,145.43,-16.3,After 2000
2608,5018,148.35,-36.07,After 2000
2609,5019,132.35,-26.18,After 2000
2610,5019,132.22,-26.08,After 2000
2611,5020,-40.07,-19.12,After 2000
2612,5020,-40.13,-19.01,After 2000
2613,5021,79.82,11.98,After 2000
2614,5023,-81.67,33.25,After 2000
2615,5025,76.36,11.65,After 2000
2616,5025,76.12,12.03,After 2000
2617,5028,119.18,27.83,After 2000
2618,5029,-40.92,-5.14,After 2000
2619,5030,-45.84,-17.16,After 2000
2620,5031,13.38,48.97,After 2000
2621,5032,103.1,31.02,After 2000
2622,5033,-43.34,-18.17,After 2000
2623,5033,-43.76,-17.81,After 2000
2624,5034,20.55,-34.4,After 2000
2625,5034,18.92,-34.14,After 2000
2626,5034,18.87,-34.05,After 2000
2627,5034,20.55,-34.03,After 2000
2628,5034,18.49,-32.68,After 2000
2629,5034,18.5,-32.67,After 2000
2630,5034,19.08,-32.36,After 2000
2631,5034,19.06,-32.02,After 2000
2632,5038,-75.92,-1.08,After 2000
2633,5041,140.41,-27.69,After 2000
2634,5042,110.24,-1.24,After 2000
2635,5044,81.39,6.27,After 2000
2636,5045,-71.86,41.49,After 2000
2637,5046,9.57,-2.17,After 2000
2638,5047,-58.18,-25.97,After 2000
2639,5048,99.6,12.75,After 2000
2640,5050,176.77,-39,After 2000
2641,5051,8.99,49.31,After 2000
2642,5051,8.96,49.32,After 2000
2643,5051,8.97,49.32,After 2000
2644,5051,9.01,49.33,After 2000
2645,5051,8.99,49.33,After 2000
2646,5051,9.04,49.34,After 2000
2647,5051,9,49.34,After 2000
2648,5051,8.98,49.34,After 2000
2649,5051,9.03,49.34,After 2000
2650,5051,9.04,49.34,After 2000
2651,5051,8.99,49.34,After 2000
2652,5051,9.04,49.35,After 2000
2653,5055,-68.21,8.98,After 2000
2654,5056,98.92,15.33,After 2000
2655,5058,9.33,-0.5,After 2000
2656,5059,-57.8,-28.6,After 2000
2657,5061,18.25,-33.39,After 2000
2658,5063,2.32,39.59,After 2000
2659,5064,-79.76,-3.64,After 2000
2660,5065,-62.89,-38.79,After 2000
2661,5066,-58.22,-25.9,After 2000
2662,5070,-72.03,41.33,After 2000
2663,5070,-71.89,41.6,After 2000
2664,5070,-72.07,41.71,After 2000
2665,5072,-116.33,36.43,After 2000
2666,5075,143.16,42.86,After 2000
2667,5076,-74.79,5.37,After 2000
2668,5077,103.73,10.51,After 2000
2669,5077,103.73,10.51,After 2000
2670,5077,103.42,11.99,After 2000
2671,5077,106.95,12.27,After 2000
2672,5077,107.97,12.63,After 2000
2673,5077,104.06,13.01,After 2000
2674,5077,105.68,13.15,After 2000
2675,5077,107,14.33,After 2000
2676,5078,-116.8,34.31,After 2000
2677,5078,-116.82,34.34,After 2000
2678,5083,-73.25,-50,After 2000
2679,5085,122.09,17.31,After 2000
2680,5085,121.82,17.7,After 2000
2681,5086,-79.2,33.35,After 2000
2682,5089,-42.48,-20.72,After 2000
2683,5089,-42,-20.12,After 2000
2684,5089,-41.82,-19.73,After 2000
2685,5089,-42.54,-19.65,After 2000
2686,5089,-42.39,-19.36,After 2000
2687,5089,-41.38,-19.26,After 2000
2688,5090,79.4,20.17,After 2000
2689,5091,-84.48,31.22,After 2000
2690,5092,101.51,5.8,After 2000
2691,5093,-0.51,22.71,After 2000
2692,5094,-82.14,36.09,After 2000
2693,5095,-76.5,42.45,After 2000
2694,5096,-110.68,43.43,After 2000
2695,5096,-103.73,43.94,After 2000
2696,5097,86.33,21.83,After 2000
2697,5098,-91.5,16.83,After 2000
2698,5101,-99.67,21.31,After 2000
2699,5102,-71.8,-39.25,After 2000
2700,5103,-83.6,10.77,After 2000
2701,5104,-84.7,10.9,After 2000
2702,5105,34.57,-2.33,After 2000
2703,5108,107.81,33.66,After 2000
2704,5111,-69.45,-13.27,After 2000
2705,5112,152.01,-31,After 2000
2706,5115,-89.34,37.52,After 2000
2707,5116,-92.27,15.13,After 2000
2708,5117,-54.45,-25.68,After 2000
2709,5117,-40.4,-18.05,After 2000
2710,5119,-52.67,4.17,After 2000
2711,5119,-52.33,4.58,After 2000
2712,5119,-53.08,5.3,After 2000
2713,5119,-52.53,5.33,After 2000
2714,5120,-105.71,40.33,After 2000
2715,5121,30.4,0.5,After 2000
2716,5122,36.9,0.29,After 2000
2717,5123,-64.27,-2.35,After 2000
2718,5124,144.66,-41.04,After 2000
2719,5124,144.72,-40.69,After 2000
2720,5125,-80.11,34.55,After 2000
2721,5125,-79.89,34.65,After 2000
2722,5125,-80.08,35.39,After 2000
2723,5125,-81.75,35.56,After 2000
2724,5125,-85.35,35.66,After 2000
2725,5125,-84.55,36.07,After 2000
2726,5125,-84.49,36.13,After 2000
2727,5125,-84.5,36.13,After 2000
2728,5125,-79.95,37.39,After 2000
2729,5125,-78.7,38.3,After 2000
2730,5125,-79,38.5,After 2000
2731,5125,-79,38.5,After 2000
2732,5125,-77.38,38.59,After 2000
2733,5125,-77.18,38.65,After 2000
2734,5125,-77.06,38.9,After 2000
2735,5125,-77.05,38.96,After 2000
2736,5125,-76.9,38.98,After 2000
2737,5125,-77.73,39.32,After 2000
2738,5125,-77.49,39.48,After 2000
2739,5125,-77.49,39.48,After 2000
2740,5125,-77.47,39.63,After 2000
2741,5125,-77.47,39.65,After 2000
2742,5126,117.11,-21.27,After 2000
2743,5126,118.6,-20.78,After 2000
2744,5127,-85.71,31.34,After 2000
2745,5128,101.75,3.33,After 2000
2746,5128,102.68,5.18,After 2000
2747,5129,-4.71,57.12,After 2000
2748,5130,-94.36,17.16,After 2000
2749,5131,55.41,31.62,After 2000
2750,5131,56.02,31.87,After 2000
2751,5131,57.5,32.5,After 2000
2752,5131,52.37,34.65,After 2000
2753,5131,57.42,35.18,After 2000
2754,5131,51.42,35.82,After 2000
2755,5131,51.11,36.72,After 2000
2756,5131,56.79,36.87,After 2000
2757,5132,124.78,41.83,After 2000
2758,5133,118.71,9.7,After 2000
2759,5133,119,10.12,After 2000
2760,5134,117.52,40.44,After 2000
2761,5135,-116.87,32.68,After 2000
2762,5136,141.45,42.75,After 2000
2763,5137,102.63,31.4,After 2000
2764,5137,104.16,32.91,After 2000
2765,5138,80.61,22.34,After 2000
2766,5139,78.23,22.5,After 2000
2767,5141,10.86,1.6,After 2000
2768,5142,-56.84,-4.44,After 2000
2769,5143,-89.25,17.75,After 2000
2770,5144,101.87,-0.3,After 2000
2771,5145,-56.84,-4.44,After 2000
2772,5149,23.88,52.75,After 2000
2773,5150,4.3,52.12,After 2000
2774,5151,-155.2,19.38,After 2000
2775,5151,-155.27,19.48,After 2000
2776,5152,-42.48,-20.72,After 2000
2777,5152,-41.96,-20,After 2000
2778,5152,-41.81,-19.71,After 2000
2779,5152,-42.52,-19.48,After 2000
2780,5152,-42.39,-19.36,After 2000
2781,5152,-41.38,-19.26,After 2000
2782,5154,-149.99,59.92,After 2000
2783,5154,-147.17,60.62,After 2000
2784,5155,77.32,8.68,After 2000
2785,5155,77.17,9.47,After 2000
2786,5156,30.04,-23.03,After 2000
2787,5157,74.79,34.73,After 2000
2788,5159,53.3,23.97,After 2000
2789,5160,-74.47,40.71,After 2000
2790,5162,143.15,42.87,After 2000
2791,5163,-82.05,29.2,After 2000
2792,5164,-108.33,39.86,After 2000
2793,5165,139.15,35.48,After 2000
2794,5166,129.37,28.33,After 2000
2795,5167,-56.65,-18.98,After 2000
2796,5168,119.09,30.3,After 2000
2797,5170,-119.79,35.19,After 2000
2798,5171,76.82,10.45,After 2000
2799,5172,-67.91,-34.04,After 2000
2800,5172,-68.08,-29.92,After 2000
2801,5173,34.57,-2.33,After 2000
2802,5178,-83.23,10.17,After 2000
2803,5179,-88.66,16.72,After 2000
2804,5182,92.37,23.57,After 2000
2805,5183,81.5,28.38,After 2000
2806,5183,80.23,28.84,After 2000
2807,5184,84.33,27.5,After 2000
2808,5187,-87.1,21.6,After 2000
2809,5188,117.17,27.76,After 2000
2810,5190,95.17,30.17,After 2000
2811,5194,23.98,41.94,After 2000
2812,5195,23.42,41.74,After 2000
2813,5195,23.25,42.55,After 2000
2814,5196,-91.5,16.83,After 2000
2815,5198,-105.28,21.53,After 2000
2816,5200,141.03,37.42,After 2000
2817,5206,-113.92,49.05,After 2000
2818,5206,-116.05,50.88,After 2000
2819,5206,-116.49,51.4,After 2000
2820,5206,-116,51.5,After 2000
2822,5207,89.39,21.82,After 2000
2823,5207,89.79,21.95,After 2000
2821,5207,89.19,21.79,After 2000
2824,5208,-96.1,17.45,After 2000
2825,5209,-73.57,-39.95,After 2000
2826,5210,-57.5,-18.31,After 2000
2827,5210,-57.47,-18.09,After 2000
2828,5211,-54.83,-27.06,After 2000
2829,5213,13.38,48.97,After 2000
2830,5213,13.6,49.12,After 2000
2831,5214,124.2,9.9,After 2000
2832,5215,106.7,22.22,After 2000
2833,5218,26.15,26.15,After 2000
2834,5219,112.12,35.25,After 2000
2835,5220,103.63,31.07,After 2000
2836,5224,114.38,24.49,After 2000
2837,5225,25.75,-33.45,After 2000
2838,5228,-60.15,-2.62,After 2000
2839,5228,-60,-2.5,After 2000
2840,5228,-60.03,-2.13,After 2000
2841,5230,23.62,-19.52,After 2000
2842,5231,-121.85,37.12,After 2000
2843,5233,-48.916667,-27.583333,After 2000
2844,5236,127.97,41.75,After 2000
2845,5237,-89.55,18.61,After 2000
2846,5237,-89.21,18.67,After 2000
2847,5238,-111.45,40.51,After 2000
2848,5240,130.73,42.83,After 2000
2849,5242,-75.62,6.06,After 2000
2850,5243,-135.59,59.35,After 2000
2851,5244,-77.6,-0.62,After 2000
2852,5245,-80,73,After 2000
2853,5246,12.05,-1.17,After 2000
2854,5246,12.67,-0.33,After 2000
2855,5246,12.45,-0.28,After 2000
2856,5246,11.57,-0.18,After 2000
2857,5246,12.52,-0.13,After 2000
2858,5248,-72.1,-39.17,After 2000
2859,5250,-75.92,-1.08,After 2000
2860,5251,-75.15,8.3,After 2000
2861,5252,117.49,4.41,After 2000
2862,5252,116.9,4.83,After 2000
2863,5258,151.25,-33.61,After 2000
2864,5260,89.6,29.4,After 2000
2865,5261,96.21,34.01,After 2000
2866,5262,-48.8,-26.45,After 2000
2867,5263,-8.16,41.73,After 2000
2868,5264,35,-7.5,After 2000
2869,5265,39.63,51.92,After 2000
2870,5266,-76.15,-0.64,After 2000
2871,5267,-96.37,17.63,After 2000
2872,5269,142.4,-37.21,After 2000
2873,5271,10.42,-2.43,After 2000
2874,5273,99.23,15.42,After 2000
2875,5277,-91.28,37.19,After 2000
2876,5278,-71.39,-12.79,After 2000
2877,5279,140.58,36.93,After 2000
2878,5280,-101.65,18.71,After 2000
2879,5281,-61.88,-25.97,After 2000
2880,5282,31.5,-13,After 2000
2881,5288,56.38,37.55,After 2000
2882,5290,34.57,-2.33,After 2000
2883,5291,47.42,-21.13,After 2000
2884,5291,-71.72,-11.86,After 2000
2885,5291,-75.2,-10.49,After 2000
2886,5291,36.89,-7.84,After 2000
2887,5291,104.17,-5.25,After 2000
2888,5291,-59.98,-2.93,After 2000
2889,5291,-51.47,-1.73,After 2000
2890,5291,29.66,-1.08,After 2000
2891,5291,-76.4,-0.67,After 2000
2892,5291,16.6,2.52,After 2000
2893,5291,102.31,2.98,After 2000
2894,5291,8.85,5.07,After 2000
2895,5291,-79.85,9.15,After 2000
2896,5291,-84.03,10.3,After 2000
2897,5293,-82.03,29.67,After 2000
2898,5293,-82.03,29.98,After 2000
2899,5294,90.66,27.81,After 2000
2900,5296,-79.85,9.15,After 2000
2901,5297,-107.05,25.96,After 2000
2902,5300,-73,-37.75,After 2000
2903,5306,81.49,17.48,After 2000
2904,5308,-64.45,-2.4,After 2000
2905,5310,-71.3,5.96,After 2000
2906,5310,-73.71,7.38,After 2000
