item_id,lon,lat
"7384",95.56,25.36
"6058",25.03,-2
"2736",-90.15,17.5
"13",10.35,-2.48
"2236",10.03,-2.7
"1321",-99.01,22.08
"3845",9.57,-2.17
"3996",103.1,11.51
"5064",-79.76,-3.64
"4038",-99.43,22.92
"1188",-88.67,18.13
"5660",-52.07,-27.27
"4897",-91.74,14.64
"4528",-94.35,18.12
"4579",-88.73,17.74
"3737",-97.78,20.39
"6340",-88.67,17.75
"3754",-88.81,17.69
"5211",-54.83,-27.06
"3879",-94.93,18.38
"3563",-88.53,17.35
"6880",-99.23,21.62
"4528",-95.01,18.48
"660",-90.68,17.57
"5459",-90.42,17.33
"5710",-95.07,18.5
"3817",100.28,16.88
"6770",-53.67,-27
"5802",41.07,-1.9
"3877",105.33,-6.75
"4490",41.07,-1.88
"4705",103.25,11.12
"4089",-88.4,17.57
"3869",41.07,-1.82
"903",-99.16,22.9
"3668",21,-2
"6053",93.45,25.56
"5003",41.08,-1.8
"3668",20.35,-2.78
"3996",103.22,11.09
"256",106.41,28.5
"1465",99.81,13.68
"6916",-98.75,22.5
"4496",-53.9,-27.2
"6748",99.95,12.13
"4178",108.08,25.29
"6679",-97.85,20.73
"6192",99.95,12.18
"4424",-51.38,-28.23
"5383",36.33,7.79
"4066",108.66,-7.72
"4405",90.93,26.72
"7384",94.42,22.38
"4026",-50.38,-29.38
"4346",-50.38,-29.4
"6594",108.68,27.9
"3869",41.32,-1.85
"6476",-50.39,-29.42
"4839",-12.5,11.9
"5493",-89.86,18.32
"3544",106.46,-7.25
"3682",35.1,-18.9
"7412",101.08,14.08
"2712",30.85,-29.79
"7141",-50.22,-29.47
"4775",-97.22,20.37
"1111",-50.21,-29.49
"5519",41.31,-1.57
"5802",41.31,-1.53
"3869",41.33,-1.54
"4705",103.06,11.52
"893",-89.95,18.56
"5003",41.36,-1.53
"3340",-89.55,18.61
"1738",77,10.3
"5237",-89.21,18.67
"5458",-89.55,18.62
"4748",-89.25,18.69
"4610",-50.21,-29.68
"4938",77.08,10.2
"3123",120.18,-1.47
"6593",-63.91,-22.16
"5101",-99.67,21.31
"4011",-79.37,-4.71
"1030",76.63,11.55
"4447",76.45,11.58
"1484",76.55,11.58
"5709",76.55,11.583333
"3879",-96.57,19.84
"6366",77.18,10.3
"5171",76.82,10.45
"7186",76.37,11.53
"4233",-79.27,-5.16
"3181",103.8,1.37
"5025",76.36,11.65
"3609",84.33,27.5
"3819",84.33,27.47
"3678",114.37,-7.83
"6367",76.71,10.38
"5432",-61.22,10.2
"5432",-61.21,10.2
"5432",-61.2,10.2
"5432",-61.2,10.21
"5432",-61.19,10.21
"5432",-61.19,10.2
"4407",76.47,11.13
"5025",76.12,12.03
"7717",93.35,26.67
"5469",103.65,13.12
"6678",-91.74,18.32
"4845",76.63,11.66
"5479",77.27,10.14
"1464",100.57,13.85
"5155",77.17,9.47
"3981",76.15,12.06
"5640",91.74,26.81
"3854",104.05,13.01
"5077",104.06,13.01
"2744",75.95,12.13
"4116",75.68,12.86
"7440",75.85,11.78
"4002",92.37,23.57
"7337",-99.87,21.44
"7215",-52.53,-29.38
"6674",-90.19,19.25
"4521",92.37,23.66
"4308",119.18,27.83
"3605",94.58,20.2
"2940",77.32,8.68
"5839",-90.63,19.09
"6050",78.17,30.06
"7384",94.75,18
"2387",125.16,1.56
"2598",145.58,-17.1
"4780",119.62,27.35
"1988",81.5,28.38
"5968",81.91,28.19
"1240",145.63,-17.02
"514",-87.42,20.91
"7531",77,11.72
"1240",145.62,-17.07
"4905",74.17,15.57
"7440",75.68,11.85
"125",78.94,29.55
"4692",-87.13,20.69
"296",84.16,27.33
"3828",82.3,28.12
"5975",77.08,11.67
"5978",76.33,10.57
"4935",73.81,17.49
"1240",145.67,-17
"4935",73.78,17.19
"6518",22.83,-33.9
"2598",145.58,-17.6
"4286",75.67,13.47
"6518",22.45,-33.97
"3748",30.19,-31.08
"5188",117.17,27.76
"2598",145.57,-17.57
"6777",80.64,7.28
"4935",73.75,17.55
"6634",104.95,9.52
"1240",145.68,-17.18
"5361",-64.77,-22.3
"5564",109.53,19.04
"894",-87.18,21.22
"1240",145.85,-17.27
"255",114.15,24.7
"1240",145.8,-17.28
"7539",145.66,-17.26
